LOAD_10_YEARS,LOAD_10_YEARS_2,LOAD_10_YEARS_3,LOAD_2020,LOAD_2019,LOAD_2018,LOAD_2017,LOAD_2016,LOAD_2015,LOAD_2014,LOAD_2013,LOAD_2012,LOAD_2011
8001295,4001295,1860.77976,,,,,,,,,,
7685108,3685108,1978.61832,,,,,,,,,,
7143524,3143524,1917.26304,,,,,,,,,,
6763703,2763703,1792.8036,,,,,,,,,,
6503319,2503319,1701.96096,,,,,,,,,,
6227141,2227141,1698.6648,,,,,,,,,,
6403095,2403095,1827.60312,,,,,,,,,,
6603007,2603007,2069.54496,,,,,,,,,,
7269797,3269797,2261.8848,,,,,,,,,,
8171422,4171422,2495.46192,,,,,,,,,,
8699450,4699450,2481.54144,,,,,,,,,,
9033429,5033429,2311.1256,,,,,,,,,,
8689250,4689250,2116.50432,,,,,,,,,,
8320581,4320581,1790.85144,,,,,,,,,,
8247777,4247777,1495.2,,,,,,,,,,
8183410,4183410,1216.17048,,,,,,,,,,
7828297,3828297,1127.88648,,,,,,,,,,
7470390,3470390,1057.58856,,,,,,,,,,
7402811,3402811,1034.65824,,,,,,,,,,
7413791,3413791,1112.958,,,,,,,,,,
7655049,3655049,1402.45056,,,,,,,,,,
8439259,4439259,1813.04928,,,,,,,,,,
9568129,5568129,1892.11176,,,,,,,,,,
9853104,5853104,1855.19208,,,,,,,,,,
9499094,5499094,1839.61848,,,,,,,,,,
8989768,4989768,1977.44904,,,,,,,,,,
8598248,4598248,1902.9948,,,,,,,,,,
7944933,3944933,1759.85544,,,,,,,,,,
7790502,3790502,1658.27088,,,,,,,,,,
7669600,3669600,1659.89208,,,,,,,,,,
7625933,3625933,1820.09016,,,,,,,,,,
8037124,4037124,2126.86152,,,,,,,,,,
8680987,4680987,2355.09624,,,,,,,,,,
9398218,5398218,2707.04112,,,,,,,,,,
9570193,5570193,2595.2976,,,,,,,,,,
9728648,5728648,2404.92,,,,,,,,,,
9333416,5333416,2166.35832,,,,,,,,,,
8758115,4758115,1759.20864,,,,,,,,,,
8611415,4611415,1417.31184,,,,,,,,,,
9058028,5058028,1457.7948,,,,,,,,,,
8623866,4623866,1254.1536,,,,,,,,,,
8144302,4144302,1163.316,,,,,,,,,,
8018988,4018988,1080.55752,,,,,,,,,,
7879638,3879638,1081.962,,,,,,,,,,
7836233,3836233,1165.53024,,,,,,,,,,
8129790,4129790,1534.6296,,,,,,,,,,
8267603,4267603,2045.53776,,,,,,,,,,
8448674,4448674,2184.65184,,,,,,,,,,
8677665,4677665,2165.47464,,,,,,,,,,
8352300,4352300,2125.7712,,,,,,,,,,
7928365,3928365,2247.45192,,,,,,,,,,
7830736,3830736,2175.41688,,,,,,,,,,
7702317,3702317,2021.01312,,,,,,,,,,
7705526,3705526,1955.44608,,,,,,,,,,
7993830,3993830,1997.5032,,,,,,,,,,
8649778,4649778,2212.88088,,,,,,,,,,
9163858,5163858,2923.13784,,,,,,,,,,
9597953,5597953,3112.15464,,,,,,,,,,
9513002,5513002,3000.56232,,,,,,,,,,
8998454,4998454,2766.60384,,,,,,,,,,
8578802,4578802,2541.78792,,,,,,,,,,
8460807,4460807,2313.16176,,,,,,,,,,
8675782,4675782,1898.31768,,,,,,,,,,
8171990,4171990,1648.99896,,,,,,,,,,
7775776,3775776,1428.80472,,,,,,,,,,
7323191,3323191,1304.3688,,,,,,,,,,
7120413,3120413,1173.82608,,,,,,,,,,
7068827,3068827,1132.78872,,,,,,,,,,
7236455,3236455,1113.08736,,,,,,,,,,
7728957,3728957,1205.96616,,,,,,,,,,
8067576,4067576,1507.3464,,,,,,,,,,
8527607,4527607,2304.7836,,,,,,,,,,
8884715,4884715,2824.30176,,,,,,,,,,
9107488,5107488,3030.81744,,,,,,,,,,
9148480,5148480,3291.31152,,,,,,,,,,
9129302,5129302,3316.91136,,,,,,,,,,
9084248,5084248,3172.55904,,,,,,,,,,
8982414,4982414,3142.97088,,,,,,,,,,
9046285,5046285,3085.25952,,,,,,,,,,
9088935,5088935,3229.08096,,,,,,,,,,
9617247,5617247,3788.23032,,,,,,,,,,
9601962,5601962,3827.8296,,,,,,,,,,
9199079,5199079,3434.58864,,,,,,,,,,
8682882,4682882,3217.51248,,,,,,,,,,
8403679,4403679,2965.95096,,,,,,,,,,
8471212,4471212,2567.23152,,,,,,,,,,
8758612,4758612,2149.4424,,,,,,,,,,
9978433,5978433,1735.55088,,,,,,,,,,
9667147,5667147,1445.78448,,,,,,,,,,
9097830,5097830,1301.09112,,,,,,,,,,
8798372,4798372,1190.85624,,,,,,,,,,
8729481,4729481,1182.90312,,,,,,,,,,
8999176,4999176,1216.18224,,,,,,,,,,
9529313,5529313,1455.04296,,,,,,,,,,
10220958,6220958,1832.03832,,,,,,,,,,
10789944,6789944,2294.74392,,,,,,,,,,
11121420,7121420,2481.4524,,,,,,,,,,
11094598,7094598,2546.53896,,,,,,,,,,
10961123,6961123,2731.596,,,,,,,,,,
10652268,6652268,2737.00392,,,,,,,,,,
10345662,6345662,2535.16872,,,,,,,,,,
10436281,6436281,2420.71368,,,,,,,,,,
10787753,6787753,2477.39352,,,,,,,,,,
11003442,7003442,2655.78768,,,,,,,,,,
11785615,7785615,3283.10304,,,,,,,,,,
12247052,8247052,3462.33384,,,,,,,,,,
11784036,7784036,3334.76808,,,,,,,,,,
11364560,7364560,3115.24248,,,,,,,,,,
10778791,6778791,2876.9916,,,,,,,,,,
10843686,6843686,2644.8324,,,,,,,,,,
11269544,7269544,2165.43936,,,,,,,,,,
9214345,5214345,1508.32752,,,,,,,,,,
8729462,4729462,1289.60832,,,,,,,,,,
8248403,4248403,1190.87304,,,,,,,,,,
8150180,4150180,1108.58496,,,,,,,,,,
8295018,4295018,1117.20504,,,,,,,,,,
8553933,4553933,1209.40344,,,,,,,,,,
9357791,5357791,1621.49064,,,,,,,,,,
10320423,6320423,2137.09272,,,,,,,,,,
10605791,6605791,2264.04864,,,,,,,,,,
10949077,6949077,2236.81416,,,,,,,,,,
10895046,6895046,2208.71616,,,,,,,,,,
10873561,6873561,2356.75944,,,,,,,,,,
10743377,6743377,2256.28368,,,,,,,,,,
10568634,6568634,2071.04352,,,,,,,,,,
10686007,6686007,1997.59224,,,,,,,,,,
10780058,6780058,2046.59952,,,,,,,,,,
10831460,6831460,2277.88512,,,,,,,,,,
10786774,6786774,2659.062,,,,,,,,,,
11139872,7139872,3286.15224,,,,,,,,,,
11098786,7098786,3269.4228,,,,,,,,,,
10537302,6537302,3015.138,,,,,,,,,,
9947179,5947179,2751.90384,,,,,,,,,,
9504499,5504499,2468.84568,,,,,,,,,,
9643890,5643890,1948.23216,,,,,,,,,,
9251664,5251664,1633.06248,,,,,,,,,,
8745139,4745139,1393.26432,,,,,,,,,,
8072618,4072618,1252.66008,,,,,,,,,,
7884927,3884927,1145.30808,,,,,,,,,,
7706728,3706728,1114.764,,,,,,,,,,
7943576,3943576,1131.28008,,,,,,,,,,
7946840,3946840,1274.79408,,,,,,,,,,
8247855,4247855,1615.95336,,,,,,,,,,
8461146,4461146,2218.62144,,,,,,,,,,
8829739,4829739,2546.69184,,,,,,,,,,
9256972,5256972,2644.41744,,,,,,,,,,
9350469,5350469,2828.42112,,,,,,,,,,
9416341,5416341,2850.26448,,,,,,,,,,
9348180,5348180,2679.0708,,,,,,,,,,
9144554,5144554,2522.14368,,,,,,,,,,
9193886,5193886,2474.41488,,,,,,,,,,
9344331,5344331,2505.15216,,,,,,,,,,
9381266,5381266,2682.72816,,,,,,,,,,
9843826,5843826,3086.13984,,,,,,,,,,
10285411,6285411,3158.93424,,,,,,,,,,
9824314,5824314,2926.99512,,,,,,,,,,
9382509,5382509,2628.75648,,,,,,,,,,
9020253,5020253,2334.51624,,,,,,,,,,
9204308,5204308,1962.10056,,,,,,,,,,
7789672,3789672,1304.73168,,,,,,,,,,
7539470,3539470,1191.83064,,,,,,,,,,
7247371,3247371,1106.96544,,,,,,,,,,
7184058,3184058,1041.27072,,,,,,,,,,
7098049,3098049,1055.15088,,,,,,,,,,
7039102,3039102,1127.4312,,,,,,,,,,
6698525,2698525,1325.42592,,,,,,,,,,
6740121,2740121,1698.34896,,,,,,,,,,
6950087,2950087,1961.15136,,,,,,,,,,
6719984,2719984,2160.48,,,,,,,,,,
6699035,2699035,2398.95096,,,,,,,,,,
6473079,2473079,2396.96184,,,,,,,,,,
6363656,2363656,2189.6616,,,,,,,,,,
6237211,2237211,2010.97344,,,,,,,,,,
6153592,2153592,1885.05408,,,,,,,,,,
6402234,2402234,1849.8732,,,,,,,,,,
6512690,2512690,2024.57136,,,,,,,,,,
6706552,2706552,2216.46432,,,,,,,,,,
7504816,3504816,2289.05712,,,,,,,,,,
7854202,3854202,2272.43856,,,,,,,,,,
8210701,4210701,2235.45,,,,,,,,,,
8320191,4320191,2049.5832,,,,,,,,,,
8365906,4365906,1663.94592,,,,,,,,,,
8089797,4089797,1374.2484,,,,,,,,,,
8364021,4364021,1228.35384,,,,,,,,,,
7971073,3971073,1139.61288,,,,,,,,,,
7625291,3625291,1080.6768,,,,,,,,,,
7585299,3585299,1041.63864,,,,,,,,,,
7534111,3534111,1120.83552,,,,,,,,,,
7635024,3635024,1331.92584,,,,,,,,,,
8046464,4046464,1620.76152,,,,,,,,,,
8767073,4767073,1705.53264,,,,,,,,,,
9182714,5182714,1688.1816,,,,,,,,,,
9208533,5208533,1700.59176,,,,,,,,,,
9096105,5096105,1852.6956,,,,,,,,,,
8984245,4984245,1803.774,,,,,,,,,,
8700247,4700247,1693.91376,,,,,,,,,,
8633633,4633633,1591.3212,,,,,,,,,,
8708189,4708189,1565.22912,,,,,,,,,,
8650180,4650180,1688.39664,,,,,,,,,,
8342398,4342398,1990.65552,,,,,,,,,,
8462139,4462139,2195.63736,,,,,,,,,,
8745529,4745529,2222.10912,,,,,,,,,,
8821668,4821668,2157.97512,,,,,,,,,,
8966619,4966619,2114.40264,,,,,,,,,,
8692223,4692223,2066.27904,,,,,,,,,,
8740638,4740638,1721.92776,,,,,,,,,,
8767516,4767516,1422.83904,,,,,,,,,,
8771056,4771056,1228.19592,,,,,,,,,,
8411711,4411711,1140.98208,,,,,,,,,,
8028318,4028318,1082.3652,,,,,,,,,,
7728113,3728113,1041.85536,,,,,,,,,,
7740996,3740996,1119.70152,,,,,,,,,,
7870873,3870873,1325.67792,,,,,,,,,,
8267056,4267056,1612.1616,,,,,,,,,,
9219169,5219169,1697.08896,,,,,,,,,,
9590152,5590152,1681.0248,,,,,,,,,,
9658047,5658047,1696.96296,,,,,,,,,,
9574403,5574403,1849.5456,,,,,,,,,,
9383326,5383326,1801.05744,,,,,,,,,,
9151823,5151823,1692.7176,,,,,,,,,,
8916346,4916346,1590.34176,,,,,,,,,,
8858192,4858192,1563.4164,,,,,,,,,,
8813628,4813628,1684.8804,,,,,,,,,,
9068379,5068379,1986.19008,,,,,,,,,,
9118912,5118912,2190.36888,,,,,,,,,,
9298947,5298947,2218.80456,,,,,,,,,,
9108722,5108722,2154.00528,,,,,,,,,,
9236995,5236995,2107.37352,,,,,,,,,,
8972303,4972303,2063.98752,,,,,,,,,,
9140584,5140584,1718.45856,,,,,,,,,,
9256711,5256711,1420.84824,,,,,,,,,,
7636750,3636750,1264.59648,,,,,,,,,,
7257705,3257705,1188.09936,,,,,,,,,,
6965648,2965648,1124.69952,,,,,,,,,,
6835952,2835952,1069.01088,,,,,,,,,,
6803620,2803620,1108.99992,,,,,,,,,,
6972811,2972811,1227.70872,,,,,,,,,,
7316061,3316061,1414.60536,,,,,,,,,,
7700733,3700733,1608.05064,,,,,,,,,,
8118749,4118749,1671.66384,,,,,,,,,,
8141582,4141582,1711.31688,,,,,,,,,,
8046051,4046051,1856.86704,,,,,,,,,,
8019299,4019299,1832.07528,,,,,,,,,,
7850765,3850765,1752.55752,,,,,,,,,,
7611637,3611637,1666.2828,,,,,,,,,,
7371061,3371061,1655.67696,,,,,,,,,,
7263206,3263206,1727.76408,,,,,,,,,,
7276633,3276633,1912.71024,,,,,,,,,,
7511830,3511830,2038.44144,,,,,,,,,,
7688937,3688937,2031.7584,,,,,,,,,,
7796476,3796476,1966.48704,,,,,,,,,,
7963316,3963316,2028.02712,,,,,,,,,,
7893319,3893319,1982.14968,,,,,,,,,,
8277746,4277746,1752.64992,,,,,,,,,,
8108114,4108114,1511.02224,,,,,,,,,,
8361843,4361843,1287.69816,,,,,,,,,,
7746877,3746877,1178.41752,,,,,,,,,,
7443285,3443285,1095.20544,,,,,,,,,,
7271704,3271704,1037.46216,,,,,,,,,,
7014060,3014060,1060.80912,,,,,,,,,,
7205464,3205464,1161.66288,,,,,,,,,,
7283474,3283474,1464.66264,,,,,,,,,,
7508446,3508446,1860.8856,,,,,,,,,,
7511831,3511831,2044.73808,,,,,,,,,,
7844721,3844721,2124.65904,,,,,,,,,,
7838638,3838638,2252.89176,,,,,,,,,,
7545618,3545618,2256.5256,,,,,,,,,,
7697576,3697576,2136.25272,,,,,,,,,,
7597961,3597961,2003.34288,,,,,,,,,,
7523851,3523851,1935.35496,,,,,,,,,,
7451388,3451388,1946.26152,,,,,,,,,,
7591673,3591673,2116.92768,,,,,,,,,,
7781404,3781404,2293.04544,,,,,,,,,,
8257279,4257279,2288.06424,,,,,,,,,,
8515535,4515535,2467.05648,,,,,,,,,,
8832888,4832888,2266.29816,,,,,,,,,,
8656237,4656237,2017.69848,,,,,,,,,,
8235233,4235233,1753.9536,,,,,,,,,,
8206072,4206072,1496.30376,,,,,,,,,,
8534267,4534267,1220.34864,,,,,,,,,,
8072760,4072760,1131.9336,,,,,,,,,,
7577515,3577515,1062.68736,,,,,,,,,,
7471250,3471250,1036.71792,,,,,,,,,,
7502651,3502651,1109.2368,,,,,,,,,,
7674297,3674297,1376.48616,,,,,,,,,,
8496219,4496219,1774.41432,,,,,,,,,,
9666798,5666798,1884.00744,,,,,,,,,,
9929075,5929075,1878.48528,,,,,,,,,,
9857020,5857020,1860.77976,,,,,,,,,,
9645540,5645540,1978.61832,,,,,,,,,,
9396326,5396326,1917.26304,,,,,,,,,,
8812699,4812699,1792.8036,,,,,,,,,,
8470964,4470964,1701.96096,,,,,,,,,,
8365331,4365331,1698.6648,,,,,,,,,,
8474642,4474642,1827.60312,,,,,,,,,,
8870546,4870546,2069.54496,,,,,,,,,,
9322629,5322629,2261.8848,,,,,,,,,,
9579941,5579941,2495.46192,,,,,,,,,,
9744230,5744230,2481.54144,,,,,,,,,,
9986098,5986098,2311.1256,,,,,,,,,,
9422774,5422774,2116.50432,,,,,,,,,,
9098843,5098843,1790.85144,,,,,,,,,,
9043669,5043669,1495.2,,,,,,,,,,
8083824,4083824,1216.17048,,,,,,,,,,
7532685,3532685,1127.88648,,,,,,,,,,
7163563,3163563,1057.58856,,,,,,,,,,
7072733,3072733,1034.65824,,,,,,,,,,
7143398,3143398,1112.958,,,,,,,,,,
7354265,3354265,1402.45056,,,,,,,,,,
8234186,4234186,1813.04928,,,,,,,,,,
9112060,5112060,1892.11176,,,,,,,,,,
9443014,5443014,1855.19208,,,,,,,,,,
9764028,5764028,1839.61848,,,,,,,,,,
9723588,5723588,1977.44904,,,,,,,,,,
9711206,5711206,1902.9948,,,,,,,,,,
9473295,5473295,1759.85544,,,,,,,,,,
8884369,4884369,1658.27088,,,,,,,,,,
8501970,4501970,1659.89208,,,,,,,,,,
8348007,4348007,1820.09016,,,,,,,,,,
8494409,4494409,2126.86152,,,,,,,,,,
9049792,5049792,2355.09624,,,,,,,,,,
9634532,5634532,2707.04112,,,,,,,,,,
9940434,5940434,2595.2976,,,,,,,,,,
10328119,6328119,2404.92,,,,,,,,,,
9721878,5721878,2166.35832,,,,,,,,,,
9326272,5326272,1759.20864,,,,,,,,,,
9121509,5121509,1417.31184,,,,,,,,,,
9461499,5461499,1457.7948,,,,,,,,,,
8929706,4929706,1254.1536,,,,,,,,,,
8558402,4558402,1163.316,,,,,,,,,,
8315412,4315412,1080.55752,,,,,,,,,,
8398937,4398937,1081.962,,,,,,,,,,
8755491,4755491,1165.53024,,,,,,,,,,
9626260,5626260,1534.6296,,,,,,,,,,
10696781,6696781,2045.53776,,,,,,,,,,
11003074,7003074,2184.65184,,,,,,,,,,
11052956,7052956,2165.47464,,,,,,,,,,
10613837,6613837,2125.7712,,,,,,,,,,
10216358,6216358,2247.45192,,,,,,,,,,
9850886,5850886,2175.41688,,,,,,,,,,
10185287,6185287,2021.01312,,,,,,,,,,
10145201,6145201,1955.44608,,,,,,,,,,
10490101,6490101,1997.5032,,,,,,,,,,
10648000,6648000,2212.88088,,,,,,,,,,
11174162,7174162,2923.13784,,,,,,,,,,
11667436,7667436,3112.15464,,,,,,,,,,
11236462,7236462,3000.56232,,,,,,,,,,
10737202,6737202,2766.60384,,,,,,,,,,
10066024,6066024,2541.78792,,,,,,,,,,
9920434,5920434,2313.16176,,,,,,,,,,
10116152,6116152,1898.31768,,,,,,,,,,
7938625,3938625,1648.99896,,,,,,,,,,
7372413,3372413,1428.80472,,,,,,,,,,
6891383,2891383,1304.3688,,,,,,,,,,
6620662,2620662,1173.82608,,,,,,,,,,
6412536,2412536,1132.78872,,,,,,,,,,
6466706,2466706,1113.08736,,,,,,,,,,
6577350,2577350,1205.96616,,,,,,,,,,
6562808,2562808,1507.3464,,,,,,,,,,
6846514,2846514,2304.7836,,,,,,,,,,
7257843,3257843,2824.30176,,,,,,,,,,
7722141,3722141,3030.81744,,,,,,,,,,
7882555,3882555,3291.31152,,,,,,,,,,
8092964,4092964,3316.91136,,,,,,,,,,
8080436,4080436,3172.55904,,,,,,,,,,
8105792,4105792,3142.97088,,,,,,,,,,
8238594,4238594,3085.25952,,,,,,,,,,
8360744,4360744,3229.08096,,,,,,,,,,
8837440,4837440,3788.23032,,,,,,,,,,
8829729,4829729,3827.8296,,,,,,,,,,
8448296,4448296,3434.58864,,,,,,,,,,
8095545,4095545,3217.51248,,,,,,,,,,
7780368,3780368,2965.95096,,,,,,,,,,
7717232,3717232,2567.23152,,,,,,,,,,
8019442,4019442,2149.4424,,,,,,,,,,
8946295,4946295,1735.55088,,,,,,,,,,
8423422,4423422,1445.78448,,,,,,,,,,
7960885,3960885,1301.09112,,,,,,,,,,
7809914,3809914,1190.85624,,,,,,,,,,
7939575,3939575,1182.90312,,,,,,,,,,
8256205,4256205,1216.18224,,,,,,,,,,
9102946,5102946,1455.04296,,,,,,,,,,
10155438,6155438,1832.03832,,,,,,,,,,
10944211,6944211,2294.74392,,,,,,,,,,
10926128,6926128,2481.4524,,,,,,,,,,
10927833,6927833,2546.53896,,,,,,,,,,
10931392,6931392,2731.596,,,,,,,,,,
10830526,6830526,2737.00392,,,,,,,,,,
10785348,6785348,2535.16872,,,,,,,,,,
10846528,6846528,2420.71368,,,,,,,,,,
10909357,6909357,2477.39352,,,,,,,,,,
11011764,7011764,2655.78768,,,,,,,,,,
11396241,7396241,3283.10304,,,,,,,,,,
11794226,7794226,3462.33384,,,,,,,,,,
11514875,7514875,3334.76808,,,,,,,,,,
10808371,6808371,3115.24248,,,,,,,,,,
10099465,6099465,2876.9916,,,,,,,,,,
9768410,5768410,2644.8324,,,,,,,,,,
9989663,5989663,2165.43936,,,,,,,,,,
8304102,4304102,1508.32752,,,,,,,,,,
7976753,3976753,1289.60832,,,,,,,,,,
7587217,3587217,1190.87304,,,,,,,,,,
7205707,3205707,1108.58496,,,,,,,,,,
7080265,3080265,1117.20504,,,,,,,,,,
7059590,3059590,1209.40344,,,,,,,,,,
7225174,3225174,1621.49064,,,,,,,,,,
7318808,3318808,2137.09272,,,,,,,,,,
7335718,3335718,2264.04864,,,,,,,,,,
7955579,3955579,2236.81416,,,,,,,,,,
8275366,4275366,2208.71616,,,,,,,,,,
8635107,4635107,2356.75944,,,,,,,,,,
8911940,4911940,2256.28368,,,,,,,,,,
8672879,4672879,2071.04352,,,,,,,,,,
8422939,4422939,1997.59224,,,,,,,,,,
8336871,4336871,2046.59952,,,,,,,,,,
8227685,4227685,2277.88512,,,,,,,,,,
8261717,4261717,2659.062,,,,,,,,,,
9001129,5001129,3286.15224,,,,,,,,,,
9469198,5469198,3269.4228,,,,,,,,,,
9250487,5250487,3015.138,,,,,,,,,,
8736589,4736589,2751.90384,,,,,,,,,,
8532212,4532212,2468.84568,,,,,,,,,,
8587332,4587332,1948.23216,,,,,,,,,,
9308635,5308635,1633.06248,,,,,,,,,,
8915475,4915475,1393.26432,,,,,,,,,,
8427708,4427708,1252.66008,,,,,,,,,,
8298138,4298138,1145.30808,,,,,,,,,,
8364335,4364335,1114.764,,,,,,,,,,
8506105,4506105,1131.28008,,,,,,,,,,
9427484,5427484,1274.79408,,,,,,,,,,
10528462,6528462,1615.95336,,,,,,,,,,
10745752,6745752,2218.62144,,,,,,,,,,
11025984,7025984,2546.69184,,,,,,,,,,
10666618,6666618,2644.41744,,,,,,,,,,
10336831,6336831,2828.42112,,,,,,,,,,
10067898,6067898,2850.26448,,,,,,,,,,
10006534,6006534,2679.0708,,,,,,,,,,
9782862,5782862,2522.14368,,,,,,,,,,
9660025,5660025,2474.41488,,,,,,,,,,
9804175,5804175,2505.15216,,,,,,,,,,
10015131,6015131,2682.72816,,,,,,,,,,
10701574,6701574,3086.13984,,,,,,,,,,
11359263,7359263,3158.93424,,,,,,,,,,
10947847,6947847,2926.99512,,,,,,,,,,
10251937,6251937,2628.75648,,,,,,,,,,
9929391,5929391,2334.51624,,,,,,,,,,
10159470,6159470,1962.10056,,,,,,,,,,
8299056,4299056,1304.73168,,,,,,,,,,
7917880,3917880,1191.83064,,,,,,,,,,
7512199,3512199,1106.96544,,,,,,,,,,
7343099,3343099,1041.27072,,,,,,,,,,
7367190,3367190,1055.15088,,,,,,,,,,
7661105,3661105,1127.4312,,,,,,,,,,
8033190,4033190,1325.42592,,,,,,,,,,
8892640,4892640,1698.34896,,,,,,,,,,
9296967,5296967,1961.15136,,,,,,,,,,
9339404,5339404,2160.48,,,,,,,,,,
9233323,5233323,2398.95096,,,,,,,,,,
8882859,4882859,2396.96184,,,,,,,,,,
8473380,4473380,2189.6616,,,,,,,,,,
8281712,4281712,2010.97344,,,,,,,,,,
8270556,4270556,1885.05408,,,,,,,,,,
8285656,4285656,1849.8732,,,,,,,,,,
8352293,4352293,2024.57136,,,,,,,,,,
8740344,4740344,2216.46432,,,,,,,,,,
8949842,4949842,2289.05712,,,,,,,,,,
8886763,4886763,2272.43856,,,,,,,,,,
8932423,4932423,2235.45,,,,,,,,,,
8712353,4712353,2049.5832,,,,,,,,,,
8864165,4864165,1663.94592,,,,,,,,,,
8894909,4894909,1374.2484,,,,,,,,,,
8392959,4392959,1228.35384,,,,,,,,,,
7890624,3890624,1139.61288,,,,,,,,,,
7542246,3542246,1080.6768,,,,,,,,,,
7356853,3356853,1041.63864,,,,,,,,,,
7534750,3534750,1120.83552,,,,,,,,,,
7789463,3789463,1331.92584,,,,,,,,,,
8195283,4195283,1620.76152,,,,,,,,,,
8901435,4901435,1705.53264,,,,,,,,,,
9354374,5354374,1688.1816,,,,,,,,,,
9588421,5588421,1700.59176,,,,,,,,,,
9535770,5535770,1852.6956,,,,,,,,,,
9532700,5532700,1803.774,,,,,,,,,,
9224466,5224466,1693.91376,,,,,,,,,,
8930383,4930383,1591.3212,,,,,,,,,,
8748404,4748404,1565.22912,,,,,,,,,,
8700659,4700659,1688.39664,,,,,,,,,,
8593001,4593001,1990.65552,,,,,,,,,,
8789113,4789113,2195.63736,,,,,,,,,,
9190385,5190385,2222.10912,,,,,,,,,,
9301920,5301920,2157.97512,,,,,,,,,,
9248528,5248528,2114.40264,,,,,,,,,,
9047781,5047781,2066.27904,,,,,,,,,,
9101108,5101108,1721.92776,,,,,,,,,,
9216976,5216976,1422.83904,,,,,,,,,,
8339181,4339181,1228.19592,,,,,,,,,,
8003623,4003623,1140.98208,,,,,,,,,,
7757526,3757526,1082.3652,,,,,,,,,,
7553252,3553252,1041.85536,,,,,,,,,,
7617706,3617706,1119.70152,,,,,,,,,,
7870689,3870689,1325.67792,,,,,,,,,,
8326279,4326279,1612.1616,,,,,,,,,,
9144959,5144959,1697.08896,,,,,,,,,,
9621039,5621039,1681.0248,,,,,,,,,,
10063629,6063629,1696.96296,,,,,,,,,,
10064303,6064303,1849.5456,,,,,,,,,,
10104083,6104083,1801.05744,,,,,,,,,,
9930501,5930501,1692.7176,,,,,,,,,,
9530983,5530983,1590.34176,,,,,,,,,,
9558075,5558075,1563.4164,,,,,,,,,,
9565272,5565272,1684.8804,,,,,,,,,,
9557258,5557258,1986.19008,,,,,,,,,,
9600111,5600111,2190.36888,,,,,,,,,,
9632274,5632274,2218.80456,,,,,,,,,,
9461397,5461397,2154.00528,,,,,,,,,,
9360801,5360801,2107.37352,,,,,,,,,,
9148654,5148654,2063.98752,,,,,,,,,,
9163526,5163526,1718.45856,,,,,,,,,,
9327246,5327246,1420.84824,,,,,,,,,,
7438275,3438275,1264.59648,,,,,,,,,,
7113506,3113506,1188.09936,,,,,,,,,,
6870784,2870784,1124.69952,,,,,,,,,,
6658568,2658568,1069.01088,,,,,,,,,,
6675621,2675621,1108.99992,,,,,,,,,,
6876541,2876541,1227.70872,,,,,,,,,,
7333537,3333537,1414.60536,,,,,,,,,,
7752223,3752223,1608.05064,,,,,,,,,,
8215658,4215658,1671.66384,,,,,,,,,,
8586259,4586259,1711.31688,,,,,,,,,,
8867797,4867797,1856.86704,,,,,,,,,,
9045323,5045323,1832.07528,,,,,,,,,,
9138238,5138238,1752.55752,,,,,,,,,,
8894529,4894529,1666.2828,,,,,,,,,,
8752713,4752713,1655.67696,,,,,,,,,,
8688983,4688983,1727.76408,,,,,,,,,,
8617747,4617747,1912.71024,,,,,,,,,,
8671540,4671540,2038.44144,,,,,,,,,,
8686347,4686347,2031.7584,,,,,,,,,,
8513285,4513285,1966.48704,,,,,,,,,,
8293809,4293809,2028.02712,,,,,,,,,,
8039621,4039621,1982.14968,,,,,,,,,,
8295960,4295960,1752.64992,,,,,,,,,,
8122895,4122895,1511.02224,,,,,,,,,,
8325521,4325521,1287.69816,,,,,,,,,,
7945957,3945957,1178.41752,,,,,,,,,,
7654469,3654469,1095.20544,,,,,,,,,,
7603395,3603395,1037.46216,,,,,,,,,,
7615372,3615372,1060.80912,,,,,,,,,,
7860257,3860257,1161.66288,,,,,,,,,,
8489038,4489038,1464.66264,,,,,,,,,,
9536415,5536415,1860.8856,,,,,,,,,,
9725827,5725827,2044.73808,,,,,,,,,,
9581103,5581103,2124.65904,,,,,,,,,,
9399674,5399674,2252.89176,,,,,,,,,,
9272746,5272746,2256.5256,,,,,,,,,,
8964925,4964925,2136.25272,,,,,,,,,,
8836214,4836214,2003.34288,,,,,,,,,,
8920445,4920445,1935.35496,,,,,,,,,,
8894322,4894322,1946.26152,,,,,,,,,,
9124795,5124795,2116.92768,,,,,,,,,,
9560939,5560939,2293.04544,,,,,,,,,,
9806305,5806305,2288.06424,,,,,,,,,,
9784571,5784571,2467.05648,,,,,,,,,,
9910697,5910697,2266.29816,,,,,,,,,,
9672058,5672058,2017.69848,,,,,,,,,,
9150583,5150583,1753.9536,,,,,,,,,,
8936362,4936362,1496.30376,,,,,,,,,,
7845009,3845009,1220.34864,,,,,,,,,,
7480174,3480174,1131.9336,,,,,,,,,,
7220595,3220595,1062.68736,,,,,,,,,,
7044296,3044296,1036.71792,,,,,,,,,,
7123631,3123631,1109.2368,,,,,,,,,,
7355891,3355891,1376.48616,,,,,,,,,,
8067035,4067035,1774.41432,,,,,,,,,,
9202555,5202555,1884.00744,,,,,,,,,,
9552358,5552358,1878.48528,,,,,,,,,,
9718032,5718032,1860.77976,,,,,,,,,,
9422949,5422949,1978.61832,,,,,,,,,,
9069204,5069204,1917.26304,,,,,,,,,,
